UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
00/07-29-080-18W6/0,All Montney,12,,125,743.3708333,,,
02/07-29-080-18W6/0,All Montney,2,,124.11,801.85,,,
00/10-29-080-18W6/0,All Montney,12,,124,725.9333333,,,
00/12-29-080-18W6/0,All Montney,6,,160,1008.82,9.229815031,58.596735,57.94419024
00/04-30-080-18W6/0,All Montney,22,,31,410.9504545,,,
02/04-30-080-18W6/0,All Montney,13,,61,345.1846154,,,
00/05-30-080-18W6/0,All Montney,5,1408.046309,108.2,647.4,,,
02/05-30-080-18W6/0,All Montney,10,,155,714.64,,,
03/05-30-080-18W6/0,All Montney,10,,124,701.7,,,
00/14-30-080-18W6/0,All Montney,9,,155,722.0444444,,,
00/15-30-080-18W6/0,All Montney,9,,141.4777778,641.3111111,8.743035102,49.52031255,55.25668769
02/15-30-080-18W6/0,All Montney,9,,124,700.8888889,,,
00/02-31-080-18W6/0,All Montney,8,,131.6625,622.4625,8.402134667,49.707635,55.29711228
02/02-31-080-18W6/0,All Montney,8,,143.3,665.75,9.116699211,54.31275412,54.92768306
03/02-31-080-18W6/0,All Montney,7,,124,613.6085714,,,
04/02-31-080-18W6/0,All Montney,9,,124,658.4222222,,,
00/07-31-080-18W6/0,All Montney,8,,143.35,665.55,8.399171738,56.92586037,54.87525355
02/07-31-080-18W6/0,All Montney,8,,143.425,654.7875,8.381927343,51.97211489,54.90606304
03/07-31-080-18W6/0,All Montney,6,,123.83,641.49,,,
04/07-31-080-18W6/0,All Montney,8,,131.63,724.9075,,,
00/10-31-080-18W6/0,All Montney,13,,83.46153846,357.9615385,6.022451918,39.85453744,46.1798947
02/10-31-080-18W6/0,All Montney,9,,134.22,712.2771429,,,
03/10-31-080-18W6/0,All Montney,7,,155,710.0533333,,,
00/15-32-080-18W6/0,All Montney,9,,122.7888889,776.5,6.099323174,49.70545988,54.03624078
02/15-32-080-18W6/0,All Montney,8,,131.8,763.9375,6.205555556,47.46023889,54.57372985
00/01-34-080-18W6/0,All Montney,8,,128.5375,615.4875,10.173992,48.76979139,50.69881985
02/01-34-080-18W6/0,All Montney,7,,141.7571429,716.15,8.892227785,45.92600941,53.0568576
00/08-34-080-18W6/0,All Montney,7,,137.3657143,708.9142857,8.313302031,44.09868007,53.35660164
02/08-34-080-18W6/2,All Montney,7,,133.5128571,640,9.626910714,40.28758097,52.17802323
00/15-34-080-18W6/0,All Montney,2,835,151.5,1484.3,,,
00/01-03-080-19W6/2,All Montney,1,140,,,,,
00/11-04-080-19W6/0,All Montney,3,280,60,218.8,,,
00/02-05-080-19W6/0,All Montney,1,,,,,,
00/02-08-080-19W6/0,All Montney,1,,,,,,
02/02-08-080-19W6/0,All Montney,5,,182,936.24,,,
00/03-08-080-19W6/0,All Montney,8,1180,102,70.8775,,,
00/08-08-080-19W6/0,All Montney,6,1555,102,129.0666667,,,
02/08-08-080-19W6/0,All Montney,19,,98.1,825.2631579,,,
00/09-08-080-19W6/0,All Montney,15,,128,728.04,,,
00/10-08-080-19W6/0,All Montney,4,1280,85,85.48,,,
00/13-08-080-19W6/0,All Montney,19,265.3480409,,,,,
02/13-08-080-19W6/0,All Montney,15,,128,728.04,,,
00/14-08-080-19W6/0,All Montney,11,,129.5454545,762.8636364,,,
02/14-08-080-19W6/0,All Montney,16,,95.710625,797.31875,,,
00/15-08-080-19W6/0,All Montney,16,,97.8125,800.1625,6.62530503,60.00168416,51.99824307
00/16-08-080-19W6/0,All Montney,5,,161.2,863.44,8.833480033,39.26315789,55.49333827
02/16-08-080-19W6/0,All Montney,10,,125,682.43,,,
03/16-08-080-19W6/0,All Montney,8,,125,842.5,,,
04/16-08-080-19W6/0,All Montney,10,284.5228101,,,,,
00/05-09-080-19W6/2,All Montney,1,960,,,,,
00/13-09-080-19W6/0,All Montney,9,389.6541615,125,698.7333333,,,
02/13-09-080-19W6/0,All Montney,10,,92.334,772.69,5.592570112,60.98246386,54.20536567
00/01-20-080-19W6/2,All Montney,3,390,,,,,
00/16-23-080-19W6/2,All Montney,1,,303,1381,,,
00/03-09-080-20W6/0,All Montney,9,,144.6666667,898.2266667,7.896373263,57.77058214,51.84219335
00/04-09-080-20W6/0,All Montney,10,,142.6,895.94,,,
02/04-09-080-20W6/0,All Montney,9,,148.1111111,903.27,7.373374325,58.03755335,53.1082564
00/06-09-080-20W6/0,All Montney,9,,144.6666667,907.96,7.872238323,52.43192539,51.85922618
02/06-09-080-20W6/0,All Montney,9,,155,958.3711111,6.639365825,57.30831509,49.6934475
03/06-09-080-20W6/0,All Montney,37,,31,263.5175676,,,
04/06-09-080-20W6/0,All Montney,29,,31,249.0072414,,,
00/07-09-080-20W6/0,All Montney,29,,31,249.0072414,,,
00/10-09-080-20W6/0,All Montney,9,,148.1111111,916.0366667,7.250313634,57.69396813,49.03821206
02/10-09-080-20W6/0,All Montney,9,,155,1038.538889,6.019272673,58.19182051,50.93452023
00/11-09-080-20W6/0,All Montney,16,,73.625,474.5625,,,
02/11-09-080-20W6/0,All Montney,9,350,130.7777778,722.3733333,,,
03/11-09-080-20W6/0,All Montney,17,,61,499.4352941,,,
04/11-09-080-20W6/0,All Montney,18,,61,339.9555556,,,
05/11-09-080-20W6/0,All Montney,9,,141.2222222,871.93,,,
06/11-09-080-20W6/0,All Montney,18,,61,443.8833333,,,
07/11-09-080-20W6/0,All Montney,9,,151.5555556,1023.35,,,
00/14-09-080-20W6/0,All Montney,9,,31,237.7111111,,,
00/15-09-080-20W6/0,All Montney,9,,124,731.31,,,
02/15-09-080-20W6/0,All Montney,9,,148.1111111,1031.066667,6.899528702,56.26905835,48.06719064
00/08-12-080-20W6/0,All Montney,1,,240,709.5,,,
00/05-18-080-20W6/0,All Montney,8,,61,450.8375,,,
00/12-18-080-20W6/0,All Montney,8,747.2936961,132.2375,707.55,8.435110593,56.73174188,52.5827733
00/13-18-080-20W6/0,All Montney,9,584.7466726,125.4,720.3888889,6.545591116,54.58790622,56.68008792
02/13-18-080-20W6/2,All Montney,8,648.072755,148.3125,725.6625,6.526792758,54.61597993,55.98160474
00/14-18-080-20W6/0,All Montney,7,714.8298169,127.8571429,666.4285714,6.436578778,53.10052338,55.60928617
00/05-19-080-20W6/0,All Montney,10,545.8064524,96.5,554.9,,,
00/12-19-080-20W6/0,All Montney,10,522.4155341,100,582.029,,,
00/13-19-080-20W6/0,All Montney,12,627.0051911,100,587.3333333,,,
00/09-23-080-20W6/0,All Montney,20,,61,528.782,,,
02/09-23-080-20W6/0,All Montney,19,,61,503.5263158,,,
03/09-23-080-20W6/0,All Montney,20,,61,509.8635,,,
04/09-23-080-20W6/0,All Montney,19,,61,557.7636842,,,
00/16-23-080-20W6/0,All Montney,19,,61,534.1094737,,,
02/16-23-080-20W6/0,All Montney,16,,61.125,599.99625,4.715735312,45.99576246,48.35221175
04/16-23-080-20W6/0,All Montney,19,,59.42105263,566.9431579,,,
00/02-24-080-20W6/0,All Montney,5,429.0016853,182,878.74,8.945820152,,59.06111782
00/04-28-080-20W6/0,All Montney,7,,172.4142857,1075.534286,,,
00/05-28-080-20W6/0,All Montney,8,,155,1077.875,,,
02/05-28-080-20W6/0,All Montney,8,,163.75,1150.26625,8.33170078,52.91414354,48.90665121
03/05-28-080-20W6/0,All Montney,7,,155,1183.857143,,,
00/12-28-080-20W6/0,All Montney,7,,176,1190.384286,,,
02/12-28-080-20W6/0,All Montney,7,,177.8428571,1079.944286,,,
00/13-28-080-20W6/0,All Montney,21,,61,535.4171429,,,
02/13-28-080-20W6/0,All Montney,20,,61,543.43,,,
00/14-28-080-20W6/0,All Montney,6,1939.204024,191.58,149.1333333,8.539636489,50.05396543,55.06319801
00/09-29-080-20W6/0,All Montney,10,,124,690.6,,,
02/09-29-080-20W6/0,All Montney,10,,124,678.2909091,,,
03/09-29-080-20W6/0,All Montney,10,,124.3,785.6,,,
00/16-29-080-20W6/0,All Montney,10,429.5921732,124,735.7244444,,,
02/16-29-080-20W6/0,All Montney,9,,120.4444444,697.5222222,,,
03/16-29-080-20W6/0,All Montney,14,,61,338.6035714,,,
00/01-32-080-20W6/0,All Montney,9,600,124,735.7244444,,,
00/09-02-080-21W6/0,All Montney,1,150,150,842,,,
00/07-04-080-21W6/0,All Montney,10,,123.9,712.37,,,
00/04-12-080-21W6/0,All Montney,30,,45.92666667,379.5866667,,,
00/10-16-080-21W6/0,All Montney,10,,61,706.29,,,
02/10-16-080-21W6/0,All Montney,8,,100.625,622.07875,,,
00/16-16-080-21W6/0,All Montney,10,,108.4,605.52,6.683411281,54.56307141,56.72230669
02/16-16-080-21W6/0,All Montney,1,,91,521.7,6.213801035,37.3,55.20069005
00/13-18-080-21W6/0,All Montney,12,,124,754.1916667,,,
00/15-18-080-21W6/0,All Montney,12,,124,754.1916667,,,
00/02-21-080-21W6/0,All Montney,,,,,,,
00/06-25-080-21W6/0,All Montney,1,420,,,,,
00/13-25-080-21W6/0,All Montney,6,1600,245,913.2833333,,,
02/13-25-080-21W6/0,All Montney,8,500,145.65875,701.35875,9.473144486,46.05726501,58.67100019
03/13-25-080-21W6/0,All Montney,8,765,151.01,727.51625,9.302688909,46.14912146,57.66054993
00/14-25-080-21W6/0,All Montney,8,500,28.78,636.1,9.379713474,43.0358134,58.26842242
00/04-28-080-21W6/2,All Montney,7,1000,183,1076.298333,,,
00/13-28-080-21W6/0,All Montney,25,,69.6372,438.4344,,,
02/13-28-080-21W6/0,All Montney,25,,70.712,439.5596,,,
00/07-29-080-21W6/0,All Montney,10,705,,,,,
00/02-32-080-21W6/0,All Montney,10,615,,,,,
00/08-32-080-21W6/0,All Montney,7,875,165.1371429,893.2216667,9.489946131,42.4866196,56.57889494
00/12-35-080-21W6/0,All Montney,7,1133.127996,180,716.9528571,9.372478565,50.3646062,58.25577414
00/13-35-080-21W6/0,All Montney,7,775,166.85,812.0703628,9.1828084,52.71160917,51.38780011
02/13-35-080-21W6/0,All Montney,7,594.0326425,165.714,776.3,,,
03/13-35-080-21W6/0,All Montney,7,487.9191959,165.714,860.8785714,,,
00/14-35-080-21W6/0,All Montney,7,555.2165792,165.3357143,789.8158571,9.450965876,48.68619738,57.88645487
00/05-06-081-07W6/0,All Montney,,,,,,,
02/02-19-081-07W6/2,All Montney,8,21,94.8775,,,,
02/02-19-081-07W6/2,All Montney,8,,21,94.8775,,,
00/12-19-081-07W6/0,All Montney,,,,,,,
00/16-15-081-08W6/0,All Montney,,,,,,,
00/09-08-081-14W6/0,All Montney,31,,58.87096774,319.3148387,,,
00/01-01-081-15W6/0,All Montney,,,,,,,
00/01-01-081-15W6/2,All Montney,20,133.1855,55,247.421,,,
00/04-05-081-15W6/0,All Montney,22,,55,260.2981818,,,
00/01-06-081-15W6/0,All Montney,24,,55,232.3766667,9.198491368,34.20541043,51.50110399
02/01-06-081-15W6/0,All Montney,15,,55,192.8,,,
00/09-30-081-15W6/0,All Montney,1,380,,,,,
00/05-01-081-16W6/0,All Montney,20,,65,268.2615,9.93,29.56153846,53.095
02/05-01-081-16W6/0,All Montney,19,,65,266.0673684,9.647368421,33.52307692,52.99473684
00/12-01-081-16W6/0,All Montney,20,996.539637,65,296.029,9.996634478,32.82604624,52.84327937
02/12-01-081-16W6/0,All Montney,20,,65,277.5035,9.414285714,31.27857143,56.12380952
00/02-02-081-16W6/0,All Montney,6,1135,125,154.6142857,,,
00/03-02-081-16W6/0,All Montney,1,3160,,,,,
00/06-02-081-16W6/0,All Montney,8,560,125.1625,140.575,4,37.9729116,34.78452783
00/07-02-081-16W6/0,All Montney,5,1680,,,,,
00/10-02-081-16W6/0,All Montney,7,1120,125.2142857,138.6571429,4,38.75253451,37.0631362
00/15-02-081-16W6/0,All Montney,6,795,100,156.8016667,3.196785524,34.70310444,32.60853839
02/15-02-081-16W6/0,All Montney,20,,63,361.45,11.3703735,34.18047619,52.04955872
00/16-02-081-16W6/0,All Montney,20,,63,364.1575,,,
02/16-02-081-16W6/0,All Montney,20,,63,364.1575,11.17098323,29.53681617,42.9028051
00/01-03-081-16W6/0,All Montney,7,1250,125,140.3714286,,41.04552208,34.88962955
00/06-03-081-16W6/0,All Montney,1,1570,,,,,
00/07-03-081-16W6/0,All Montney,8,905,113.5813,90.82857143,3.814285714,30.46297106,27.8
00/08-03-081-16W6/0,All Montney,1,920,,,,,
00/13-03-081-16W6/0,All Montney,5,730,125,166.504,3.12224385,45.00965704,34.77031809
00/07-04-081-16W6/0,All Montney,1,785,155,203.5,,,
02/11-04-081-16W6/0,All Montney,10,313.8411366,110,146.17,,,
00/13-05-081-16W6/0,All Montney,20,435.9358067,63.15,396.4325,4.842470912,48.68271533,51.97384379
00/12-07-081-16W6/0,All Montney,8,,210,1056.96625,11.25980737,36.05555556,53.6955824
00/01-08-081-16W6/0,All Montney,20,,63,352.196,,,
02/01-08-081-16W6/0,All Montney,20,,63,352.196,12.3286401,28.44490732,50.02635223
00/02-08-081-16W6/0,All Montney,20,,63,364.311,9.005777275,39.4184026,54.73864104
00/04-08-081-16W6/0,All Montney,1,1,,,,,
00/08-08-081-16W6/0,All Montney,20,,63,396.59,,,
02/08-08-081-16W6/0,All Montney,20,,63,427.8685,8.958493131,47.82762337,56.01907762
00/01-09-081-16W6/2,All Montney,1,380,,,,,
00/15-10-081-16W6/0,All Montney,1,1,,,,,
00/05-18-081-16W6/0,All Montney,,,,,,,
00/05-21-081-16W6/0,All Montney,1,,20,71.4,,,
00/05-30-081-16W6/0,All Montney,,,,,,,
00/04-02-081-17W6/0,All Montney,25,,63,279.852,6.391749697,54.67290603,39.04248931
02/04-02-081-17W6/0,All Montney,18,,120,528.0044444,9.156767047,46.27184517,41.29002145
00/06-05-081-17W6/0,All Montney,1,,102,137.74,,,
00/07-06-081-17W6/0,All Montney,22,,325,,,,
00/08-06-081-17W6/0,All Montney,23,,310,,,,
02/08-06-081-17W6/0,All Montney,23,,332,,,,
00/13-12-081-17W6/0,All Montney,33,16.52800036,75,296.269697,6.578358664,53.49812866,44.27711954
00/04-13-081-17W6/0,All Montney,18,28.54818593,75,319.5705556,,,
02/04-13-081-17W6/0,All Montney,18,33.80328166,45,199.4311111,,,
00/13-13-081-17W6/2,All Montney,15,60.67960226,75,453.04,,,
00/13-15-081-17W6/0,All Montney,7,,195,910.7125,,,
00/12-16-081-17W6/0,All Montney,,,,,,,
00/04-17-081-17W6/0,All Montney,24,,67.5,263.7004167,,,
03/13-17-081-17W6/2,All Montney,31,,90,247.3483871,8.04846842,48.18937527,40.44806996
04/13-17-081-17W6/0,All Montney,30,,91.5,313.0566667,7.473315275,44.27152755,39.97562944
05/13-17-081-17W6/0,All Montney,30,,88.5,255.4133333,7.651124019,48.68220852,41.19591647
00/08-18-081-17W6/0,All Montney,1,1,150,,,,
00/04-20-081-17W6/0,All Montney,30,,91.5,325.2066667,7.459422038,43.71462507,41.6097242
02/04-20-081-17W6/0,All Montney,20,,87.75,247.755,8.447994571,44.00044046,39.82372778
03/04-20-081-17W6/0,All Montney,21,,87.47619048,303.4333333,5.716991043,43.4944243,38.16404945
04/04-20-081-17W6/0,All Montney,21,,90,254.452381,7.390860042,47.0795252,40.4451006
00/05-20-081-17W6/0,All Montney,23,,93,312.3478261,6.014914487,42.94236149,38.48195525
00/02-28-081-17W6/0,All Montney,,,,,,,
00/04-31-081-17W6/0,All Montney,17,75.56301647,60,,,,
00/05-31-081-17W6/0,All Montney,17,72.05882353,58.64705882,450.5982353,,,
00/12-08-081-18W6/0,All Montney,19,,65,460.3384211,8.910129159,30.05647943,48.11942167
00/13-08-081-18W6/0,All Montney,19,,65,527.9531579,8.579500077,29.62195325,48.1319021
00/14-08-081-18W6/0,All Montney,,,,,,,
00/14-08-081-18W6/2,All Montney,19,,65,460.2715789,,,
02/14-08-081-18W6/0,All Montney,19,,65,462.5473684,8.847487336,29.8268711,48.82104826
00/02-14-081-18W6/0,All Montney,15,,150,754.31,,,
00/03-14-081-18W6/2,All Montney,24,,335,,,,
00/02-17-081-18W6/0,All Montney,19,,63.88778947,475.9892105,9.050371807,31.86657311,47.33058828
00/03-17-081-18W6/0,All Montney,,,,,,,
00/03-17-081-18W6/2,All Montney,19,,66.69957895,578.7978947,8.288571029,31.4308976,49.1652234
02/03-17-081-18W6/0,All Montney,19,,65.06715789,476.9915263,8.926099563,29.96517104,49.57620463
00/07-17-081-18W6/0,All Montney,19,,65.23342105,447.8867368,8.522151206,32.39096906,47.80457985
02/07-17-081-18W6/0,All Montney,19,,65.48510526,423.5456842,8.788669078,31.91065618,47.78250731
03/07-17-081-18W6/0,All Montney,19,,65.40689474,455.0461053,8.445299599,31.1073214,47.61615354
00/13-17-081-18W6/0,All Montney,17,,65,472.0123529,,,
02/13-17-081-18W6/0,All Montney,17,,65,531.8052941,9.064260703,32.37698187,54.05056519
00/15-18-081-18W6/0,All Montney,6,,137.5,1089.905,,,
00/04-20-081-18W6/0,All Montney,,,,,,,
00/04-20-081-18W6/2,All Montney,9,,141.6666667,905.8744444,,,
02/04-20-081-18W6/0,All Montney,9,,150,1052.587778,,,
00/16-25-081-18W6/0,All Montney,6,,184,1012.95,,,
00/08-08-081-19W6/0,All Montney,2,740.0753364,132,,,,
00/13-08-081-19W6/0,All Montney,13,277.0966552,100,771.6307692,,,
00/12-13-081-19W6/0,All Montney,19,,65,470.9378947,8.570705498,33.06360895,48.68283722
00/13-13-081-19W6/0,All Montney,12,863.7092264,100,738.4325,9.173147647,54.13969354,52.16427562
02/13-13-081-19W6/0,All Montney,19,,65,525.0468421,8.08781406,34.77626273,49.43784764
03/13-13-081-19W6/0,All Montney,19,,65,504.7894737,8.354780894,33.41728245,49.28518176
04/13-13-081-19W6/0,All Montney,19,,65.55926316,439.4263684,8.997830283,30.43116779,48.18273324
00/13-14-081-19W6/0,All Montney,13,,100,853.6138462,,,
02/13-14-081-19W6/0,All Montney,19,,65.727,536.7384211,8.580700351,33.82780695,49.49526181
00/16-15-081-19W6/0,All Montney,13,,100,853.6138462,,,
00/15-20-081-19W6/0,All Montney,1,,100,362.5,8.467372752,,
00/09-21-081-19W6/0,All Montney,11,661.3702048,100.0454545,728.8363636,9.483732199,52.36654428,54.03293906
02/09-21-081-19W6/0,All Montney,,,,,,,
00/13-22-081-19W6/0,All Montney,10,707.912881,120,807.23,,,
00/04-23-081-19W6/0,All Montney,19,,64.16789474,604.1303158,7.808576783,33.04202032,51.4838083
00/05-23-081-19W6/0,All Montney,2,989.16,125,,,,
03/05-23-081-19W6/0,All Montney,7,,150,985.9285714,,,
00/10-23-081-19W6/0,All Montney,13,578.0018231,100,709.9076923,,,
02/10-23-081-19W6/0,All Montney,8,,138.038125,1015.718125,8.64669776,36.45887678,54.89882418
03/10-23-081-19W6/0,All Montney,9,,133.3333333,1017.403333,9.12322562,35.08366683,54.62225287
00/16-23-081-19W6/0,All Montney,9,676.16,139,117.1444444,,,
02/16-23-081-19W6/0,All Montney,10,559.05,100,779.5363636,,,
03/16-23-081-19W6/0,All Montney,17,,65,496.8352941,9.14786447,34.57345314,53.15330535
00/02-24-081-19W6/0,All Montney,19,,65.15694737,448.7757895,8.228857941,33.29891069,48.0397028
00/03-24-081-19W6/0,All Montney,9,407.7526282,100,980.0488889,10.30736562,53.54036329,56.07053843
02/03-24-081-19W6/0,All Montney,19,,65,522.6121579,8.485305831,33.85112025,51.54579243
03/03-24-081-19W6/0,All Montney,19,,66.77110526,520.0868947,7.774901569,31.39252283,47.24739859
04/03-24-081-19W6/0,All Montney,20,,64,449.13035,7.968709644,31.82614936,44.9968872
00/04-24-081-19W6/0,All Montney,10,848.5008939,97.5,768.3,8.560899388,59.15145944,52.22779513
00/08-24-081-19W6/0,All Montney,19,,65.48884211,454.5781421,7.994767196,34.93901982,48.49384393
00/01-26-081-19W6/0,All Montney,12,422.95,105,777.5833333,,,
00/04-27-081-19W6/0,All Montney,8,1065.406785,137.5,1059.12875,10.90024679,41.46210826,53.8002266
00/14-27-081-19W6/0,All Montney,6,303.59,108,793.1833333,,,
00/02-28-081-19W6/0,All Montney,13,520,100,679.9230769,9.173696119,51.4554927,50.83559
00/07-28-081-19W6/0,All Montney,9,860.9861246,125.1111111,915.2733333,10.74684209,54.47924384,55.71569652
00/10-28-081-19W6/0,All Montney,12,662.7705066,99.51666667,678.8333333,9.607692308,50.91904508,51.7
02/10-28-081-19W6/2,All Montney,1,,100,696,,,
00/14-28-081-19W6/0,All Montney,13,403.31,98,716.3423077,,,
00/15-28-081-19W6/0,All Montney,10,415.65,105,776.925,,,
00/16-28-081-19W6/0,All Montney,7,311.03,108,772.9571429,,,
00/02-29-081-19W6/0,All Montney,10,,134.389,1085.7,8.465291901,36.2601548,55.98495457
02/02-29-081-19W6/0,All Montney,18,,62.054,713.8505,8.401538605,33.88226144,52.05318205
00/07-29-081-19W6/0,All Montney,10,,150,969.416,,,
02/07-29-081-19W6/0,All Montney,12,,100,724.6675,,,
03/07-29-081-19W6/0,All Montney,19,,62.95368421,661.1244211,8.146428362,34.36394097,52.56711717
00/10-29-081-19W6/0,All Montney,19,,65.05805263,584.0819474,7.937223814,33.77232606,50.34711782
00/07-31-081-19W6/0,All Montney,13,792.1307692,85.82307692,897.6,7.537675569,37.32637693,47.86428077
00/09-31-081-19W6/0,All Montney,11,,84.60690909,960.5933636,,,
00/10-31-081-19W6/0,All Montney,11,,84.21818182,880.4727273,7.937743441,31.71060779,48.58984701
00/11-31-081-19W6/0,All Montney,8,,134.375,176.375,,,
00/14-31-081-19W6/0,All Montney,13,626.2306968,96,597.2307692,9.605582603,51.98552937,52.44225252
00/15-31-081-19W6/0,All Montney,5,1770,119.6,962,8.919745354,46.31216093,50.85531691
00/16-31-081-19W6/0,All Montney,9,1415.640703,100.4444444,684.5577778,9.585072622,44.9152517,52.42551446
02/16-31-081-19W6/0,All Montney,10,,100,957.22,,,
00/03-32-081-19W6/0,All Montney,2,,102.6,97.675,,,
00/08-32-081-19W6/0,All Montney,7,,133.2752857,1046.957143,6.417016936,47.72575815,55.50192421
00/09-32-081-19W6/0,All Montney,9,,98.91644444,830.3888889,7.10783917,40.44345253,53.91682885
02/09-32-081-19W6/0,All Montney,15,,65,569.5546667,7.272458985,36.31500437,52.89914388
00/16-32-081-19W6/0,All Montney,7,,128.5714286,1155.705714,,,
00/04-33-081-19W6/0,All Montney,4,1924.023982,300,1161.825,,,
02/04-33-081-19W6/0,All Montney,13,,80,559.3846154,10.33505638,47.11899065,58.00765952
00/05-33-081-19W6/0,All Montney,8,635.0358131,125,405.4777778,,,
02/05-33-081-19W6/0,All Montney,14,,80,537.0335714,10.0164166,44.54960096,58.56916733
00/12-33-081-19W6/0,All Montney,6,811.3587059,120,632.625,,,
00/14-33-081-19W6/2,All Montney,7,1061.869361,100,128.8342857,3.467893418,51.29915839,50.14462543
00/15-33-081-19W6/0,All Montney,6,1987.26813,300.3333333,1348.615,9.20542593,39.63879637,50.26603457
02/16-33-081-19W6/2,All Montney,3,1638.021951,279.17,1369.666667,8.886529569,52.792789,54.516354
03/16-33-081-19W6/0,All Montney,19,,65,375.0747368,0.5,36.69894737,51
04/16-33-081-19W6/0,All Montney,4,,34.675,884.6625,7.57274131,42.24154349,57.23069234
00/01-34-081-19W6/0,All Montney,7,1260,110,435.7628571,6.839621157,55.59607388,42.17763528
00/09-34-081-19W6/0,All Montney,3,1980,279.1666667,,,,
00/12-34-081-19W6/0,All Montney,18,,60,467.0372222,,,
00/01-35-081-19W6/0,All Montney,4,832.8134448,300,1279.475,11.90718654,33.82757576,54.47328592
00/03-35-081-19W6/0,All Montney,13,434.6391525,125,384.5335714,,,
00/08-35-081-19W6/0,All Montney,8,262.39,125,537.0488889,,,
02/08-35-081-19W6/0,All Montney,9,31.96692239,125,158,,,
00/09-35-081-19W6/0,All Montney,9,263.5435959,125,601.26,,,
02/09-35-081-19W6/0,All Montney,15,,100,588.4729333,10.86716449,,
02/16-35-081-19W6/0,All Montney,4,436.6642101,120,1068.565,,,
00/09-03-081-20W6/0,All Montney,18,353.7527778,61,445.7666667,,,
02/09-03-081-20W6/0,All Montney,29,230.3603448,31.81034483,231.5758621,5.988047411,41.5451905,42.60120166
03/09-03-081-20W6/0,All Montney,9,704.9777778,86.11111111,556.8222222,,,
04/09-03-081-20W6/0,All Montney,17,362.8470588,61,360.9011765,,,
00/16-03-081-20W6/0,All Montney,9,393.6722222,155,914.1777778,,,
02/16-03-081-20W6/0,All Montney,8,890.05,125.775,720.7875,6.615308017,55.6924891,51.46706033
03/16-03-081-20W6/0,All Montney,9,552.0277778,130.7777778,751.3,,,
00/06-05-081-20W6/0,All Montney,1,1187.002101,209.9,1186,,,
00/08-06-081-20W6/0,All Montney,25,,30.974,309.186,,,
02/08-06-081-20W6/0,All Montney,25,,30.996,277.7976,,,
